"cmpttn_yr","stdg_cd","stdg_nm","bldg_elpwr_use_cbn_ehqty","bldg_gas_use_cbn_ehqty","bldg_hetng_use_cbn_ehqty","trsp_lv6_cbn_ehqty","sum_ehqty","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2022","41310101  ",갈매동,43642.2900000000,6315.4800000000,6008.1400000000,45256.2900000000,101222.2000000000,system,2025-06-11 17:19:18.735,system,2025-06-11 17:19:18.735
"2023","41310101  ",갈매동,45213.9900000000,6413.2500000000,0.0000000000,46225.4190000000,97852.6590000000,system,2025-06-11 17:19:18.735,system,2025-06-11 17:19:18.735
"2013","41670106  ",신진동,237.3600000000,0.0000000000,0.0000000000,0.0000000000,237.3600000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2014","41670106  ",신진동,263.6400000000,0.0000000000,0.0000000000,0.0000000000,263.6400000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2015","41670106  ",신진동,316.8000000000,0.0000000000,0.0000000000,0.0000000000,316.8000000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2016","41670106  ",신진동,324.4800000000,0.0000000000,0.0000000000,0.0000000000,324.4800000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2017","41670106  ",신진동,338.8200000000,0.0000000000,0.0000000000,0.0000000000,338.8200000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2018","41670106  ",신진동,350.1200000000,0.0000000000,0.0000000000,0.0000000000,350.1200000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2019","41670106  ",신진동,421.0800000000,0.0000000000,0.0000000000,284.1170000000,705.1970000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2020","41670106  ",신진동,526.4200000000,0.0000000000,0.0000000000,331.8770000000,858.2970000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2021","41670106  ",신진동,511.1200000000,0.0000000000,0.0000000000,362.1890000000,873.3090000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2022","41670106  ",신진동,500.1900000000,0.0000000000,0.0000000000,351.3360000000,851.5260000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2023","41670106  ",신진동,464.1700000000,0.0000000000,0.0000000000,316.0040000000,780.1740000000,system,2025-06-11 17:19:18.782,system,2025-06-11 17:19:18.782
"2013","41310103  ",인창동,119330.4000000000,65348.2700000000,0.0000000000,0.0000000000,184678.6700000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2014","41310103  ",인창동,116774.7000000000,58187.4500000000,0.0000000000,0.0000000000,174962.1500000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2015","41310103  ",인창동,119477.4300000000,57721.3100000000,0.0000000000,0.0000000000,177198.7400000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2016","41310103  ",인창동,120590.3800000000,58049.9700000000,0.0000000000,0.0000000000,178640.3500000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2017","41310103  ",인창동,119552.4800000000,59175.4500000000,0.0000000000,0.0000000000,178727.9300000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2018","41310103  ",인창동,123726.5200000000,61511.0700000000,0.0000000000,0.0000000000,185237.5900000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2019","41310103  ",인창동,119806.6600000000,56780.1200000000,0.0000000000,88861.2890000000,265448.0690000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2020","41310103  ",인창동,116751.6300000000,54040.0700000000,0.0000000000,82884.9410000000,253676.6410000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2021","41310103  ",인창동,119411.8700000000,54470.3200000000,0.0000000000,87137.4000000000,261019.5900000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2022","41310103  ",인창동,124809.6700000000,55767.8700000000,0.0000000000,85174.6740000000,265752.2140000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2023","41310103  ",인창동,132782.0100000000,54715.8400000000,0.0000000000,87129.7310000000,274627.5810000000,system,2025-06-11 17:19:18.816,system,2025-06-11 17:19:18.816
"2013","41360101  ",호평동,55009.2000000000,42308.2800000000,0.0000000000,0.0000000000,97317.4800000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2014","41360101  ",호평동,54874.2100000000,38183.7900000000,0.0000000000,0.0000000000,93058.0000000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2015","41360101  ",호평동,56179.5300000000,38980.1000000000,0.0000000000,0.0000000000,95159.6300000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2016","41360101  ",호평동,59093.0200000000,42313.4800000000,0.0000000000,0.0000000000,101406.5000000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2017","41360101  ",호평동,60210.5100000000,45311.1200000000,0.0000000000,0.0000000000,105521.6300000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2018","41360101  ",호평동,63189.4800000000,48128.9400000000,0.0000000000,0.0000000000,111318.4200000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2019","41360101  ",호평동,61452.5400000000,45939.2300000000,0.0000000000,37419.2830000000,144811.0530000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2020","41360101  ",호평동,60934.6100000000,45945.9000000000,0.0000000000,34999.4210000000,141879.9310000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2021","41360101  ",호평동,69205.5600000000,51489.9900000000,0.0000000000,38170.3320000000,158865.8820000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2022","41360101  ",호평동,74382.4900000000,63090.0700000000,0.0000000000,36917.3420000000,174389.9020000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2023","41360101  ",호평동,79712.5500000000,62647.0700000000,0.0000000000,35725.8910000000,178085.5110000000,system,2025-06-11 17:19:18.873,system,2025-06-11 17:19:18.873
"2013","41360102  ",평내동,52065.8200000000,36379.4500000000,0.0000000000,0.0000000000,88445.2700000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2014","41360102  ",평내동,49575.2100000000,32328.2600000000,0.0000000000,0.0000000000,81903.4700000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2015","41360102  ",평내동,48837.2400000000,32299.4500000000,0.0000000000,0.0000000000,81136.6900000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2016","41360102  ",평내동,49574.9000000000,33037.8000000000,0.0000000000,0.0000000000,82612.7000000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2017","41360102  ",평내동,49281.1700000000,34167.4700000000,0.0000000000,0.0000000000,83448.6400000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2018","41360102  ",평내동,49097.0400000000,34567.1200000000,0.0000000000,0.0000000000,83664.1600000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2019","41360102  ",평내동,47193.6600000000,31754.6400000000,0.0000000000,30445.5840000000,109393.8840000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2020","41360102  ",평내동,45180.4400000000,31820.0600000000,0.0000000000,28000.8810000000,105001.3810000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2021","41360102  ",평내동,46542.6400000000,34663.4900000000,0.0000000000,29428.5380000000,110634.6680000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2022","41360102  ",평내동,47060.2000000000,35259.0400000000,0.0000000000,28558.2600000000,110877.5000000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2023","41360102  ",평내동,49875.1500000000,34340.2900000000,0.0000000000,28474.4270000000,112689.8670000000,system,2025-06-11 17:19:18.934,system,2025-06-11 17:19:18.934
"2013","41360103  ",금곡동,34016.5900000000,19001.4800000000,0.0000000000,0.0000000000,53018.0700000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2014","41360103  ",금곡동,32612.9600000000,16759.1500000000,0.0000000000,0.0000000000,49372.1100000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2015","41360103  ",금곡동,32542.7500000000,16574.7700000000,0.0000000000,0.0000000000,49117.5200000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2016","41360103  ",금곡동,33359.5600000000,17130.9300000000,0.0000000000,0.0000000000,50490.4900000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2017","41360103  ",금곡동,33110.9100000000,18409.2100000000,0.0000000000,0.0000000000,51520.1200000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2018","41360103  ",금곡동,34042.9400000000,19152.9800000000,0.0000000000,0.0000000000,53195.9200000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2019","41360103  ",금곡동,32974.3200000000,18077.9300000000,0.0000000000,19245.9820000000,70298.2320000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2020","41360103  ",금곡동,32004.5800000000,18165.6300000000,0.0000000000,17537.5460000000,67707.7560000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2021","41360103  ",금곡동,32183.0700000000,18518.1800000000,0.0000000000,17872.0840000000,68573.3340000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2022","41360103  ",금곡동,31667.0900000000,19325.8600000000,0.0000000000,17845.9180000000,68838.8680000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2023","41360103  ",금곡동,33565.3500000000,18411.3900000000,0.0000000000,17298.6610000000,69275.4010000000,system,2025-06-11 17:19:18.993,system,2025-06-11 17:19:18.993
"2013","41360111  ",별내동,47038.7400000000,5114.9700000000,7986.0000000000,0.0000000000,60139.7100000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2014","41360111  ",별내동,64665.1500000000,8211.3700000000,10216.7400000000,0.0000000000,83093.2600000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2015","41360111  ",별내동,78341.1800000000,10804.4400000000,12044.1100000000,0.0000000000,101189.7300000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2016","41360111  ",별내동,89739.4900000000,13138.3200000000,14431.8300000000,0.0000000000,117309.6400000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2017","41360111  ",별내동,96399.3700000000,14709.5000000000,16293.8400000000,0.0000000000,127402.7100000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2018","41360111  ",별내동,105625.7000000000,16396.0800000000,17549.6000000000,0.0000000000,139571.3800000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2019","41360111  ",별내동,105515.7200000000,16872.6800000000,17286.9200000000,119312.0990000000,258987.4190000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2020","41360111  ",별내동,107278.5100000000,17212.3100000000,19356.0200000000,115516.7230000000,259363.5630000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2021","41360111  ",별내동,117577.4200000000,19737.9100000000,21792.6500000000,118988.9960000000,278096.9760000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2022","41360111  ",별내동,141270.7500000000,20743.8300000000,19543.1500000000,116611.6270000000,298169.3570000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2023","41360111  ",별내동,149443.6900000000,20956.3200000000,0.0000000000,116979.3610000000,287379.3710000000,system,2025-06-11 17:19:19.051,system,2025-06-11 17:19:19.051
"2013","41360250  ",와부읍,104396.5700000000,61786.2500000000,0.0000000000,0.0000000000,166182.8200000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2014","41360250  ",와부읍,100440.6900000000,55458.1300000000,0.0000000000,0.0000000000,155898.8200000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2015","41360250  ",와부읍,100567.4400000000,55840.1300000000,0.0000000000,0.0000000000,156407.5700000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2016","41360250  ",와부읍,102818.4300000000,55389.5500000000,0.0000000000,0.0000000000,158207.9800000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2017","41360250  ",와부읍,104208.8400000000,56677.1400000000,0.0000000000,0.0000000000,160885.9800000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2018","41360250  ",와부읍,91139.2700000000,60577.8900000000,0.0000000000,0.0000000000,151717.1600000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2019","41360250  ",와부읍,103187.8100000000,55803.8700000000,0.0000000000,103363.2480000000,262354.9280000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2020","41360250  ",와부읍,101822.0400000000,54644.5500000000,0.0000000000,106502.6150000000,262969.2050000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2021","41360250  ",와부읍,104988.5100000000,57633.5300000000,0.0000000000,110421.8770000000,273043.9170000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2022","41360250  ",와부읍,124087.7100000000,59845.7600000000,0.0000000000,107266.2500000000,291199.7200000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2023","41360250  ",와부읍,133001.1100000000,60077.6400000000,0.0000000000,105823.0340000000,298901.7840000000,system,2025-06-11 17:19:19.128,system,2025-06-11 17:19:19.128
"2013","41360253  ",진접읍,175552.5000000000,84206.9000000000,0.0000000000,0.0000000000,259759.4000000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2014","41360253  ",진접읍,172833.0100000000,76460.7800000000,0.0000000000,0.0000000000,249293.7900000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2015","41360253  ",진접읍,178232.0100000000,78006.8600000000,0.0000000000,0.0000000000,256238.8700000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2016","41360253  ",진접읍,186941.4300000000,77425.0500000000,0.0000000000,0.0000000000,264366.4800000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2017","41360253  ",진접읍,196216.2700000000,81995.9000000000,0.0000000000,0.0000000000,278212.1700000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2018","41360253  ",진접읍,213890.8300000000,87001.8800000000,0.0000000000,0.0000000000,300892.7100000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2019","41360253  ",진접읍,205748.2800000000,81967.0000000000,0.0000000000,125513.6410000000,413228.9210000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2020","41360253  ",진접읍,204236.6600000000,80595.6700000000,0.0000000000,127681.0370000000,412513.3670000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2021","41360253  ",진접읍,212870.0000000000,87160.0000000000,0.0000000000,130348.0580000000,430378.0580000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2022","41360253  ",진접읍,230462.4600000000,90257.5400000000,0.0000000000,130327.8670000000,451047.8670000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2023","41360253  ",진접읍,240496.2400000000,89023.1500000000,0.0000000000,128631.2410000000,458150.6310000000,system,2025-06-11 17:19:19.264,system,2025-06-11 17:19:19.264
"2013","41360256  ",화도읍,194699.9800000000,95859.9800000000,0.0000000000,0.0000000000,290559.9600000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2014","41360256  ",화도읍,191601.6900000000,85133.5000000000,0.0000000000,0.0000000000,276735.1900000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2015","41360256  ",화도읍,192667.0500000000,85954.4700000000,0.0000000000,0.0000000000,278621.5200000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2016","41360256  ",화도읍,198644.0000000000,92433.2900000000,0.0000000000,0.0000000000,291077.2900000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2017","41360256  ",화도읍,204999.4000000000,100676.5800000000,0.0000000000,0.0000000000,305675.9800000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2018","41360256  ",화도읍,218055.2100000000,111641.9400000000,0.0000000000,0.0000000000,329697.1500000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2019","41360256  ",화도읍,213204.2500000000,106717.0100000000,0.0000000000,144477.1570000000,464398.4170000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2020","41360256  ",화도읍,214300.3600000000,107427.1100000000,0.0000000000,145244.3790000000,466971.8490000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2021","41360256  ",화도읍,222839.4900000000,120961.9500000000,0.0000000000,154814.7160000000,498616.1560000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2022","41360256  ",화도읍,243712.5600000000,123822.7100000000,0.0000000000,153886.0230000000,521421.2930000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2023","41360256  ",화도읍,253560.3000000000,122811.6600000000,0.0000000000,155970.7370000000,532342.6970000000,system,2025-06-11 17:19:19.473,system,2025-06-11 17:19:19.473
"2013","41360259  ",진건읍,69076.7100000000,20877.3000000000,0.0000000000,0.0000000000,89954.0100000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2014","41360259  ",진건읍,69224.6100000000,18632.2000000000,0.0000000000,0.0000000000,87856.8100000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2015","41360259  ",진건읍,73143.7300000000,18986.6100000000,0.0000000000,0.0000000000,92130.3400000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2016","41360259  ",진건읍,82139.8600000000,19335.1700000000,0.0000000000,0.0000000000,101475.0300000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2017","41360259  ",진건읍,85917.4700000000,20204.9100000000,0.0000000000,0.0000000000,106122.3800000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2018","41360259  ",진건읍,94083.9600000000,21343.9000000000,0.0000000000,0.0000000000,115427.8600000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2019","41360259  ",진건읍,93858.9600000000,20194.9400000000,0.0000000000,102474.2910000000,216528.1910000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2020","41360259  ",진건읍,93722.8000000000,19705.9300000000,0.0000000000,103117.7840000000,216546.5140000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2021","41360259  ",진건읍,95355.7200000000,20522.0500000000,0.0000000000,107254.3460000000,223132.1160000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2022","41360259  ",진건읍,101333.8200000000,20887.4000000000,0.0000000000,105504.5070000000,227725.7270000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2023","41360259  ",진건읍,103503.0600000000,20431.0300000000,0.0000000000,105313.0010000000,229247.0910000000,system,2025-06-11 17:19:19.687,system,2025-06-11 17:19:19.687
"2013","41360262  ",오남읍,71702.5300000000,52961.5100000000,0.0000000000,0.0000000000,124664.0400000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2014","41360262  ",오남읍,69846.6600000000,46303.0300000000,0.0000000000,0.0000000000,116149.6900000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2015","41360262  ",오남읍,70769.5700000000,46082.2000000000,0.0000000000,0.0000000000,116851.7700000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2016","41360262  ",오남읍,72870.6100000000,48084.2600000000,0.0000000000,0.0000000000,120954.8700000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2017","41360262  ",오남읍,74950.2100000000,50646.1500000000,0.0000000000,0.0000000000,125596.3600000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2018","41360262  ",오남읍,80507.6400000000,53651.3000000000,0.0000000000,0.0000000000,134158.9400000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2019","41360262  ",오남읍,77439.9300000000,51779.8600000000,0.0000000000,24057.4390000000,153277.2290000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2020","41360262  ",오남읍,77053.9300000000,51835.6500000000,0.0000000000,22749.4790000000,151639.0590000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2021","41360262  ",오남읍,81488.2700000000,54299.8300000000,0.0000000000,22651.9220000000,158440.0220000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2022","41360262  ",오남읍,90095.6200000000,54498.9400000000,0.0000000000,22335.8800000000,166930.4400000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2023","41360262  ",오남읍,95599.0100000000,49611.2800000000,0.0000000000,21665.6440000000,166875.9340000000,system,2025-06-11 17:19:19.833,system,2025-06-11 17:19:19.833
"2013","41370113  ",세교동,11464.7000000000,818.5100000000,1074.1200000000,0.0000000000,13357.3300000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2014","41370113  ",세교동,12316.0200000000,933.8400000000,1443.7400000000,0.0000000000,14693.6000000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2015","41370113  ",세교동,12889.7500000000,1130.8200000000,1392.5300000000,0.0000000000,15413.1000000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2016","41370113  ",세교동,14240.1200000000,1339.3100000000,1424.1000000000,0.0000000000,17003.5300000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2017","41370113  ",세교동,14619.9200000000,1714.8100000000,1564.0700000000,0.0000000000,17898.8000000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2018","41370113  ",세교동,15785.3000000000,2030.2700000000,2141.8000000000,0.0000000000,19957.3700000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2019","41370113  ",세교동,15594.2600000000,2235.1800000000,1941.4500000000,22259.1240000000,42030.0140000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2020","41370113  ",세교동,16203.9000000000,2408.1500000000,1958.4500000000,21455.8400000000,42026.3400000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2021","41370113  ",세교동,18172.8100000000,3214.9500000000,1905.7700000000,22819.6020000000,46113.1320000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2022","41370113  ",세교동,23149.6000000000,0.0000000000,2001.6100000000,23844.7680000000,48995.9780000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2023","41370113  ",세교동,23919.5100000000,0.0000000000,1928.8200000000,24233.8850000000,50082.2150000000,system,2025-06-11 17:19:19.919,system,2025-06-11 17:19:19.919
"2013","41450113  ",감북동,14085.1100000000,0.0000000000,0.0000000000,0.0000000000,14085.1100000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2014","41450113  ",감북동,13300.6400000000,0.0000000000,0.0000000000,0.0000000000,13300.6400000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2015","41450113  ",감북동,13122.2300000000,0.0000000000,0.0000000000,0.0000000000,13122.2300000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2016","41450113  ",감북동,13342.2900000000,0.0000000000,0.0000000000,0.0000000000,13342.2900000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2017","41450113  ",감북동,13298.5800000000,0.0000000000,0.0000000000,0.0000000000,13298.5800000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2018","41450113  ",감북동,13642.8800000000,0.0000000000,0.0000000000,0.0000000000,13642.8800000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2019","41450113  ",감북동,13453.0200000000,43.7600000000,0.0000000000,11952.4450000000,25449.2250000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2020","41450113  ",감북동,12953.3600000000,257.5000000000,0.0000000000,13633.2170000000,26844.0770000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2021","41450113  ",감북동,13038.2300000000,333.5400000000,0.0000000000,14721.0110000000,28092.7810000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2022","41450113  ",감북동,14283.7100000000,522.2400000000,0.0000000000,14465.6550000000,29271.6050000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2023","41450113  ",감북동,14676.1200000000,517.5100000000,0.0000000000,14423.3840000000,29617.0140000000,system,2025-06-11 17:19:19.965,system,2025-06-11 17:19:19.965
"2013","41390101  ",대야동,62985.6200000000,32606.1500000000,0.0000000000,0.0000000000,95591.7700000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2014","41390101  ",대야동,59333.0500000000,28883.5800000000,0.0000000000,0.0000000000,88216.6300000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2015","41390101  ",대야동,59203.2000000000,28799.6600000000,0.0000000000,0.0000000000,88002.8600000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2016","41390101  ",대야동,59221.4900000000,28880.2600000000,0.6900000000,0.0000000000,88102.4400000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2017","41390101  ",대야동,58683.7500000000,30286.2700000000,0.0000000000,0.0000000000,88970.0200000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2018","41390101  ",대야동,59687.6700000000,31778.0300000000,126.0600000000,0.0000000000,91591.7600000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2019","41390101  ",대야동,57971.0500000000,30043.2200000000,433.6100000000,59863.2900000000,148311.1700000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2020","41390101  ",대야동,56034.4100000000,31944.6600000000,1344.4000000000,55625.4720000000,144948.9420000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2021","41390101  ",대야동,57127.4800000000,33384.2000000000,1409.2000000000,56580.8490000000,148501.7290000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2022","41390101  ",대야동,73572.3700000000,0.0000000000,1492.7200000000,55833.2500000000,130898.3400000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2023","41390101  ",대야동,77200.4900000000,0.0000000000,1441.7200000000,55348.5090000000,133990.7190000000,system,2025-06-11 17:19:20.011,system,2025-06-11 17:19:20.011
"2013","41390106  ",은행동,43205.1600000000,24382.3000000000,0.0000000000,0.0000000000,67587.4600000000,system,2025-06-11 17:19:20.073,system,2025-06-11 17:19:20.073
"2014","41390106  ",은행동,40266.8600000000,21014.9600000000,0.0000000000,0.0000000000,61281.8200000000,system,2025-06-11 17:19:20.073,system,2025-06-11 17:19:20.073
"2015","41390106  ",은행동,39673.9100000000,20957.4600000000,0.0000000000,0.0000000000,60631.3700000000,system,2025-06-11 17:19:20.073,system,2025-06-11 17:19:20.073
