"crtr_ymd","admdst_nm","admdst_se_cd","admdst_cd","grnd_rftp_se_cd","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025    ",오산시,ADM002,"4137000000",GRF001,525787.6835927968,0.078300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",시흥시,ADM002,"4139000000",GRF001,2482949.0327329632,1.694700000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",군포시,ADM002,"4141000000",GRF001,525627.7058753970,0.190900000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",의왕시,ADM002,"4143000000",GRF001,548825.8341417318,0.862700000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",하남시,ADM002,"4145000000",GRF001,933976.0607395170,1.016200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",용인시,ADM002,"4146000000",GRF001,1781154.5190267575,4.434000000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",파주시,ADM002,"4148000000",GRF001,9479124.1249742518,25.424700000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",이천시,ADM002,"4150000000",GRF001,3776856.0709114066,4.719300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",안성시,ADM002,"4155000000",GRF001,8979727.8197517414,22.715500000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",김포시,ADM002,"4157000000",GRF001,2706769.6098938010,1.494100000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",화성시,ADM002,"4159000000",GRF001,8480195.0637254688,9.698400000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",광주시,ADM002,"4161000000",GRF001,73683.1186056136,0.156500000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",양주시,ADM002,"4163000000",GRF001,2413471.8681888602,5.176000000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",포천시,ADM002,"4165000000",GRF001,8130818.3936386116,23.607200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",여주시,ADM002,"4167000000",GRF001,5373805.0313758860,11.600300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",연천군,ADM002,"4180000000",GRF001,13774764.9712791266,54.098000000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",가평군,ADM002,"4182000000",GRF001,4043768.1780347796,13.306200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",양평군,ADM002,"4183000000",GRF001,4470302.7281436922,15.658400000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",장안구,ADM003,"4111100000",GRF001,208460.8104305267,0.254100000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
